datetime,temperature_2m,relative_humidity_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,pressure_msl
2024-01-28 17:00:00+00:00,12.437,72.78581,0.0,0.0,6.28713,13.240531,1025.3
2024-01-28 18:00:00+00:00,12.387,72.77667,0.0,0.0,6.924738,351.02744,1025.1
2024-01-28 19:00:00+00:00,12.187,73.48842,0.0,0.0,10.805999,358.09088,1024.5
2024-01-28 20:00:00+00:00,11.737,78.319855,0.0,0.0,8.707238,7.12493,1023.8
2024-01-28 21:00:00+00:00,11.587001,80.99974,0.0,0.0,7.208994,2.8623457,1023.2
2024-01-28 22:00:00+00:00,11.537001,82.654305,0.0,0.0,7.6367526,351.87,1023.3
2024-01-28 23:00:00+00:00,11.587001,82.94021,0.0,0.0,7.2805495,351.4693,1023.9
2024-01-29 00:00:00+00:00,11.587001,84.35127,0.1,0.1,7.968939,341.56494,1024.2
2024-01-29 01:00:00+00:00,12.087001,82.167404,0.0,0.0,7.0911775,23.962492,1025.0
2024-01-29 02:00:00+00:00,13.087001,78.259346,0.0,0.0,7.5599995,360.0,1025.6
2024-01-29 03:00:00+00:00,13.487,77.53581,0.0,0.0,7.2,360.0,1025.3
2024-01-29 04:00:00+00:00,14.537001,74.89971,0.0,0.0,7.92,360.0,1024.3
2024-01-29 05:00:00+00:00,15.637,70.48849,0.0,0.0,7.2805495,351.4693,1023.1
2024-01-29 06:00:00+00:00,16.286999,68.30273,0.0,0.0,6.162207,353.29025,1021.5
2024-01-29 07:00:00+00:00,17.487,65.44014,0.0,0.0,4.2136917,340.0168,1020.5
2024-01-29 08:00:00+00:00,17.887,65.09379,0.0,0.0,2.16,360.0,1019.4
2024-01-29 09:00:00+00:00,17.786999,65.5048,0.0,0.0,4.3498964,65.55606,1018.8
2024-01-29 10:00:00+00:00,17.237,67.36999,0.0,0.0,6.725354,74.47583,1018.8
2024-01-29 11:00:00+00:00,15.187,76.77307,0.0,0.0,7.8954163,65.77226,1019.3
2024-01-29 12:00:00+00:00,14.687,78.75982,0.0,0.0,9.085988,56.3099,1019.8
2024-01-29 13:00:00+00:00,13.787001,82.38186,0.0,0.0,6.193674,54.46224,1020.6
2024-01-29 14:00:00+00:00,13.737,82.64984,0.0,0.0,5.6233797,39.805527,1021.3
2024-01-29 15:00:00+00:00,13.287001,86.81801,0.0,0.0,5.00128,59.743652,1021.4
2024-01-29 16:00:00+00:00,13.387,88.56853,0.0,0.0,4.896529,72.89719,1021.0
2024-01-29 17:00:00+00:00,13.537001,88.28918,0.0,0.0,2.52,360.0,1020.6
2024-01-29 18:00:00+00:00,13.737,84.592186,0.0,0.0,2.3051248,321.34018,1020.3
2024-01-29 19:00:00+00:00,13.487,87.12506,0.0,0.0,2.3051248,321.34018,1019.7
2024-01-29 20:00:00+00:00,13.587001,86.274,0.0,0.0,2.7416782,293.1986,1019.0
2024-01-29 21:00:00+00:00,13.587001,86.846794,0.0,0.0,1.609969,296.56497,1018.7
2024-01-29 22:00:00+00:00,13.587001,87.422935,0.0,0.0,1.9386592,291.80148,1019.0
2024-01-29 23:00:00+00:00,13.737,86.0041,0.0,0.0,2.5455842,315.0001,1019.3
2024-01-30 00:00:00+00:00,13.837001,85.7304,0.0,0.0,3.6,306.86996,1020.0
2024-01-30 01:00:00+00:00,13.737,84.03317,0.0,0.0,5.315336,331.69934,1021.5
2024-01-30 02:00:00+00:00,14.587001,81.66795,0.0,0.0,4.6800003,337.3801,1021.9
2024-01-30 03:00:00+00:00,15.787001,78.14525,0.0,0.0,3.7585104,343.3007,1021.9
2024-01-30 04:00:00+00:00,17.087,75.08051,0.0,0.0,1.484318,14.036275,1021.0
2024-01-30 05:00:00+00:00,18.237,73.57753,0.0,0.0,2.968636,165.96373,1019.6
2024-01-30 06:00:00+00:00,19.087,71.60632,0.0,0.0,6.379216,163.61038,1018.2
2024-01-30 07:00:00+00:00,19.587,71.005806,0.0,0.0,7.072878,165.2564,1017.1
2024-01-30 08:00:00+00:00,19.687,72.18135,0.1,0.1,8.654986,163.0724,1016.3
2024-01-30 09:00:00+00:00,19.937,71.53135,0.0,0.0,9.449572,162.25523,1016.3
2024-01-30 10:00:00+00:00,19.587,74.52804,0.0,0.0,6.696387,143.74608,1016.2
2024-01-30 11:00:00+00:00,18.286999,82.93192,0.0,0.0,4.896529,107.10281,1016.5
2024-01-30 12:00:00+00:00,17.786999,85.03164,0.0,0.0,5.1919937,123.690094,1017.3
2024-01-30 13:00:00+00:00,17.187,87.466156,0.0,0.0,4.452954,104.03627,1018.2
2024-01-30 14:00:00+00:00,17.337,86.91951,0.7,0.7,5.6920996,108.43504,1018.7
2024-01-30 15:00:00+00:00,16.937,90.01075,0.0,0.0,6.489992,109.440125,1018.6
2024-01-30 16:00:00+00:00,16.187,93.801254,0.0,0.0,6.439876,116.56499,1018.1
2024-01-30 17:00:00+00:00,16.437,94.41604,0.0,0.0,5.1919937,123.690094,1017.9
2024-01-30 18:00:00+00:00,16.737,94.42858,0.0,0.0,5.3517847,132.27362,1017.5
2024-01-30 19:00:00+00:00,16.837,95.03754,0.0,0.0,5.8603754,132.5104,1016.9
2024-01-30 20:00:00+00:00,17.036999,95.04502,0.0,0.0,5.6002855,135.0001,1016.4
2024-01-30 21:00:00+00:00,17.036999,95.65235,0.0,0.0,5.6233797,140.19447,1016.1
2024-01-30 22:00:00+00:00,16.987,96.56843,0.0,0.0,3.4152596,161.56496,1016.3
2024-01-30 23:00:00+00:00,16.937,97.1835,0.0,0.0,2.968636,194.03627,1016.9
2024-01-31 00:00:00+00:00,16.937,97.1835,0.0,0.0,2.2768397,251.56496,1017.6
2024-01-31 01:00:00+00:00,16.337,97.48147,0.1,0.1,4.5820518,315.0001,1019.0
2024-01-31 02:00:00+00:00,17.087,92.061844,0.0,0.0,6.638072,310.60123,1019.6
2024-01-31 03:00:00+00:00,17.536999,89.195015,0.0,0.0,7.386582,313.0251,1019.9
2024-01-31 04:00:00+00:00,18.087,86.435486,0.0,0.0,6.989936,325.4914,1018.8
2024-01-31 05:00:00+00:00,19.237,81.73164,0.0,0.0,4.198285,329.03632,1017.7
2024-01-31 06:00:00+00:00,20.286999,78.30598,0.0,0.0,2.0991426,329.03632,1016.3
2024-01-31 07:00:00+00:00,21.137,76.22605,0.0,0.0,2.2768397,161.56496,1014.9
2024-01-31 08:00:00+00:00,21.337,76.74209,0.0,0.0,7.0911775,156.0375,1014.0
2024-01-31 09:00:00+00:00,21.687,77.28242,0.0,0.0,9.19939,149.42085,1013.9
2024-01-31 10:00:00+00:00,21.137,80.94439,0.0,0.0,8.435069,140.19447,1014.2
2024-01-31 11:00:00+00:00,20.237,86.3695,0.0,0.0,4.3498964,114.44395,1014.6
2024-01-31 12:00:00+00:00,19.786999,89.08912,0.0,0.0,4.73506,98.74608,1014.6
2024-01-31 13:00:00+00:00,19.587,90.77059,0.0,0.0,6.1305785,130.23628,1015.6
2024-01-31 14:00:00+00:00,19.587,92.20659,0.0,0.0,7.928177,140.52757,1016.2
2024-01-31 15:00:00+00:00,19.687,93.960556,0.0,0.0,7.8954163,155.77226,1016.2
