datetime,pm10_cams,pm2_5_cams,carbon_monoxide_cams,nitrogen_dioxide_cams,sulphur_dioxide_cams,ozone_cams,dust_cams
2024-01-09 00:00:00+00:00,43.5,29.2,550.0,22.8,20.8,25.0,0.0
2024-01-09 01:00:00+00:00,39.1,25.1,480.0,20.0,21.8,36.0,0.0
2024-01-09 02:00:00+00:00,36.1,22.9,384.0,16.1,23.2,51.0,0.0
2024-01-09 03:00:00+00:00,28.8,18.1,309.0,12.9,24.0,63.0,0.0
2024-01-09 04:00:00+00:00,24.6,15.5,277.0,10.9,23.5,69.0,0.0
2024-01-09 05:00:00+00:00,24.8,15.8,268.0,9.5,22.5,73.0,0.0
2024-01-09 06:00:00+00:00,24.4,15.7,264.0,8.9,22.2,75.0,0.0
2024-01-09 07:00:00+00:00,24.4,15.7,256.0,8.9,23.2,78.0,0.0
2024-01-09 08:00:00+00:00,25.6,16.5,254.0,9.8,24.8,79.0,0.0
2024-01-09 09:00:00+00:00,26.8,17.2,275.0,12.3,26.7,76.0,0.0
2024-01-09 10:00:00+00:00,30.0,19.4,338.0,18.1,29.0,64.0,0.0
2024-01-09 11:00:00+00:00,33.1,21.5,425.0,25.7,31.6,48.0,0.0
2024-01-09 12:00:00+00:00,34.7,22.7,460.0,29.3,34.9,40.0,0.0
2024-01-09 13:00:00+00:00,36.1,23.6,493.0,29.6,34.2,36.0,0.0
2024-01-09 14:00:00+00:00,36.7,24.2,537.0,29.9,33.2,31.0,0.0
2024-01-09 15:00:00+00:00,39.8,26.5,559.0,29.5,32.0,28.0,0.0
2024-01-09 16:00:00+00:00,41.7,28.2,540.0,27.9,30.6,28.0,0.0
2024-01-09 17:00:00+00:00,43.0,29.0,499.0,25.5,29.0,31.0,0.0
2024-01-09 18:00:00+00:00,40.5,27.2,461.0,23.3,27.4,33.0,0.0
2024-01-09 19:00:00+00:00,35.5,23.9,430.0,21.0,25.6,35.0,0.0
2024-01-09 20:00:00+00:00,33.2,22.2,402.0,18.9,23.8,38.0,0.0
2024-01-09 21:00:00+00:00,31.4,21.1,387.0,18.0,22.8,40.0,0.0
2024-01-09 22:00:00+00:00,29.5,19.7,392.0,19.4,23.0,40.0,0.0
2024-01-09 23:00:00+00:00,29.5,19.8,411.0,22.0,23.9,40.0,0.0
2024-01-10 00:00:00+00:00,28.1,18.9,412.0,22.1,24.4,46.0,0.0
2024-01-10 01:00:00+00:00,31.3,21.1,428.0,23.0,25.2,45.0,0.0
2024-01-10 02:00:00+00:00,32.4,21.9,449.0,24.2,26.2,45.0,0.0
2024-01-10 03:00:00+00:00,28.9,19.6,463.0,24.8,26.9,45.0,0.0
2024-01-10 04:00:00+00:00,23.9,16.1,457.0,24.0,26.9,48.0,0.0
2024-01-10 05:00:00+00:00,25.1,16.8,445.0,22.6,26.5,52.0,0.0
2024-01-10 06:00:00+00:00,27.2,18.3,448.0,22.1,26.4,53.0,0.0
2024-01-10 07:00:00+00:00,28.4,19.2,478.0,22.9,26.7,50.0,0.0
2024-01-10 08:00:00+00:00,26.5,18.0,524.0,24.6,27.2,45.0,0.0
2024-01-10 09:00:00+00:00,27.4,18.9,580.0,27.3,28.5,39.0,0.0
2024-01-10 10:00:00+00:00,30.3,21.0,654.0,31.8,31.2,32.0,0.0
2024-01-10 11:00:00+00:00,33.3,23.1,737.0,37.2,34.6,25.0,0.0
2024-01-10 12:00:00+00:00,30.7,21.5,741.0,39.1,38.9,21.0,0.0
2024-01-10 13:00:00+00:00,34.3,24.0,755.0,38.4,38.9,21.0,0.0
2024-01-10 14:00:00+00:00,36.3,25.3,775.0,37.4,38.9,21.0,0.0
2024-01-10 15:00:00+00:00,36.8,25.7,786.0,36.5,38.6,21.0,0.0
2024-01-10 16:00:00+00:00,34.9,24.3,782.0,35.8,37.9,20.0,0.0
2024-01-10 17:00:00+00:00,32.2,22.5,770.0,35.2,36.9,19.0,0.0
2024-01-10 18:00:00+00:00,30.5,21.3,755.0,34.3,35.9,18.0,0.0
2024-01-10 19:00:00+00:00,29.2,20.3,734.0,32.7,34.7,18.0,0.0
2024-01-10 20:00:00+00:00,28.0,19.5,709.0,30.8,33.5,18.0,0.0
2024-01-10 21:00:00+00:00,26.7,18.6,696.0,29.9,32.8,18.0,0.0
2024-01-10 22:00:00+00:00,25.7,17.9,703.0,30.8,33.2,17.0,0.0
2024-01-10 23:00:00+00:00,25.8,18.0,722.0,32.7,34.1,15.0,0.0
2024-01-11 00:00:00+00:00,32.4,22.5,736.0,33.8,33.3,15.0,0.0
2024-01-11 01:00:00+00:00,33.2,23.1,727.0,31.6,32.9,21.0,0.0
2024-01-11 02:00:00+00:00,30.3,21.1,715.0,28.6,32.5,29.0,0.0
2024-01-11 03:00:00+00:00,27.4,19.0,710.0,26.6,32.4,35.0,0.0
2024-01-11 04:00:00+00:00,26.0,18.0,717.0,26.3,33.1,39.0,0.0
2024-01-11 05:00:00+00:00,27.7,19.3,731.0,26.9,34.2,40.0,0.0
