time,temp_ref,rhum_ref,prcp_ref,wdir_ref,wspd_ref,pres_ref
2022-01-01 00:00:00,16.0,82.0,,360.0,5.4,1024.0
2022-01-01 01:00:00,16.0,82.0,,10.0,5.4,1025.0
2022-01-01 02:00:00,17.0,77.0,,350.0,7.6,1026.0
2022-01-01 03:00:00,17.0,77.0,,219.0,3.6,1026.0
2022-01-01 04:00:00,17.0,77.0,,10.0,11.2,1026.0
2022-01-01 05:00:00,17.0,77.0,,50.0,13.0,1025.0
2022-01-01 06:00:00,17.0,77.0,,30.0,13.0,1024.0
2022-01-01 07:00:00,17.0,77.0,,20.0,14.8,1023.0
2022-01-01 08:00:00,16.0,82.0,,30.0,14.8,1023.0
2022-01-01 09:00:00,16.0,82.0,,20.0,16.6,1022.0
2022-01-01 10:00:00,16.0,82.0,,10.0,9.4,1023.0
2022-01-01 11:00:00,16.0,77.0,,20.0,13.0,1023.0
2022-01-01 12:00:00,16.0,77.0,,20.0,11.2,1024.0
2022-01-01 13:00:00,16.0,77.0,,30.0,11.2,1025.0
2022-01-01 14:00:00,16.0,77.0,,40.0,11.2,1025.0
2022-01-01 15:00:00,16.0,77.0,,40.0,9.4,1025.0
2022-01-01 16:00:00,16.0,77.0,,30.0,11.2,1025.0
2022-01-01 17:00:00,16.0,77.0,,20.0,11.2,1025.0
2022-01-01 18:00:00,16.0,77.0,,20.0,9.4,1024.0
2022-01-01 19:00:00,16.0,77.0,,10.0,9.4,1024.0
2022-01-01 20:00:00,16.0,72.0,,360.0,7.6,1023.0
2022-01-01 21:00:00,16.0,72.0,,20.0,5.4,1023.0
2022-01-01 22:00:00,16.0,72.0,,68.0,3.6,1023.0
2022-01-01 23:00:00,15.0,82.0,,20.0,9.4,1024.0
2022-01-02 00:00:00,15.0,77.0,,20.0,9.4,1024.0
2022-01-02 01:00:00,16.0,77.0,,10.0,9.4,1025.0
2022-01-02 02:00:00,16.0,72.0,,30.0,9.4,1025.0
2022-01-02 03:00:00,17.0,68.0,,20.0,11.2,1026.0
2022-01-02 04:00:00,17.0,72.0,,30.0,11.2,1025.0
2022-01-02 05:00:00,19.0,64.0,,350.0,11.2,1024.0
2022-01-02 06:00:00,20.0,64.0,,206.0,7.6,1022.0
2022-01-02 07:00:00,22.0,60.0,,270.0,5.4,1021.0
2022-01-02 08:00:00,22.0,60.0,,270.0,7.6,1020.0
2022-01-02 09:00:00,21.0,64.0,,260.0,7.6,1020.0
2022-01-02 10:00:00,20.0,68.0,,190.0,7.6,1020.0
2022-01-02 11:00:00,20.0,64.0,,170.0,5.4,1020.0
2022-01-02 12:00:00,17.0,82.0,,76.0,3.6,1021.0
2022-01-02 13:00:00,16.0,88.0,,68.0,1.8,1021.0
2022-01-02 14:00:00,16.0,88.0,,310.0,3.6,1022.0
2022-01-02 15:00:00,15.0,94.0,,30.0,3.6,1022.0
2022-01-02 16:00:00,15.0,94.0,,0.0,0.0,1022.0
2022-01-02 17:00:00,14.0,100.0,,330.0,3.6,1022.0
2022-01-02 18:00:00,14.0,94.0,,350.0,1.8,1022.0
2022-01-02 19:00:00,13.0,100.0,,350.0,1.8,1021.0
2022-01-02 20:00:00,13.0,100.0,,38.0,3.6,1020.0
2022-01-02 21:00:00,13.0,100.0,,0.0,0.0,1020.0
2022-01-02 22:00:00,13.0,100.0,,230.0,3.6,1020.0
2022-01-02 23:00:00,13.0,94.0,,260.0,5.4,1021.0
2022-01-03 00:00:00,13.0,100.0,,0.0,0.0,1021.0
2022-01-03 01:00:00,14.0,94.0,,0.0,0.0,1022.0
2022-01-03 02:00:00,16.0,88.0,,50.0,1.8,1023.0
2022-01-03 03:00:00,16.0,88.0,,235.0,3.6,1023.0
2022-01-03 04:00:00,17.0,82.0,,181.0,3.6,1022.0
2022-01-03 05:00:00,18.0,78.0,,300.0,5.4,1021.0
2022-01-03 06:00:00,20.0,68.0,,180.0,3.6,1019.0
2022-01-03 07:00:00,20.0,68.0,,178.0,3.6,1018.0
2022-01-03 08:00:00,20.0,68.0,,120.0,7.6,1017.0
2022-01-03 09:00:00,20.0,68.0,,140.0,5.4,1018.0
2022-01-03 10:00:00,20.0,68.0,,183.0,3.6,1018.0
2022-01-03 11:00:00,19.0,78.0,,350.0,1.8,1019.0
2022-01-03 12:00:00,19.0,78.0,,50.0,3.6,1019.0
2022-01-03 13:00:00,19.0,78.0,,60.0,3.6,1020.0
2022-01-03 14:00:00,18.0,83.0,,320.0,3.6,1020.0
2022-01-03 15:00:00,18.0,83.0,,310.0,3.6,1021.0
2022-01-03 16:00:00,17.0,88.0,,0.0,0.0,1020.0
2022-01-03 17:00:00,16.0,94.0,,270.0,3.6,1020.0
2022-01-03 18:00:00,17.0,88.0,,40.0,3.6,1019.0
2022-01-03 19:00:00,17.0,88.0,,0.0,0.0,1019.0
2022-01-03 20:00:00,17.0,88.0,,80.0,3.6,1018.0
2022-01-03 21:00:00,17.0,88.0,,100.0,7.6,1018.0
2022-01-03 22:00:00,17.0,88.0,,70.0,7.6,1018.0
2022-01-03 23:00:00,17.0,88.0,,323.0,1.8,1018.0
2022-01-04 00:00:00,17.0,88.0,,60.0,5.4,1019.0
2022-01-04 01:00:00,18.0,83.0,,300.0,3.6,1020.0
2022-01-04 02:00:00,19.0,78.0,,248.0,1.8,1020.0
2022-01-04 03:00:00,20.0,73.0,,100.0,7.6,1020.0
2022-01-04 04:00:00,23.0,65.0,,110.0,9.4,1019.0
2022-01-04 05:00:00,24.0,57.0,,197.0,5.4,1018.0
2022-01-04 06:00:00,24.0,57.0,,175.0,3.6,1017.0
2022-01-04 07:00:00,24.0,57.0,,171.0,3.6,1015.4
2022-01-04 08:00:00,24.0,57.0,,190.0,5.4,1015.0
2022-01-04 09:00:00,24.0,54.0,,160.0,5.4,1015.0
2022-01-04 10:00:00,23.0,61.0,,140.0,9.4,1015.0
2022-01-04 11:00:00,21.0,69.0,,100.0,7.6,1015.0
2022-01-04 12:00:00,23.0,65.0,,130.0,11.2,1016.0
2022-01-04 13:00:00,21.0,78.0,,140.0,16.6,1014.9
2022-01-04 14:00:00,20.0,83.0,,140.0,20.5,1017.0
2022-01-04 15:00:00,20.0,83.0,,160.0,13.0,1017.0
2022-01-04 16:00:00,20.0,88.0,,140.0,14.8,1017.0
2022-01-04 17:00:00,20.0,88.0,,130.0,13.0,1017.0
2022-01-04 18:00:00,19.0,88.0,,110.0,11.2,1017.0
2022-01-04 19:00:00,19.0,88.0,,90.0,14.8,1016.0
2022-01-04 20:00:00,19.0,88.0,,90.0,11.2,1016.0
2022-01-04 21:00:00,18.0,94.0,,110.0,11.2,1016.0
2022-01-04 22:00:00,18.0,94.0,,20.0,5.4,1016.0
2022-01-04 23:00:00,17.0,100.0,,50.0,3.6,1016.0
2022-01-05 00:00:00,18.0,94.0,,90.0,3.6,1017.0
2022-01-05 01:00:00,19.0,94.0,,80.0,5.4,1017.0
2022-01-05 02:00:00,20.0,83.0,,80.0,3.6,1018.0
2022-01-05 03:00:00,20.0,83.0,,208.0,1.8,1018.0
2022-01-05 04:00:00,21.0,78.0,,156.0,1.8,1018.0
2022-01-05 05:00:00,22.0,78.0,,169.0,3.6,1017.0
2022-01-05 06:00:00,24.0,65.0,,100.0,7.6,1015.0
2022-01-05 07:00:00,24.0,65.0,,80.0,7.6,1015.0
2022-01-05 08:00:00,24.0,65.0,,140.0,7.6,1014.0
2022-01-05 09:00:00,23.0,74.0,,80.0,13.0,1014.0
2022-01-05 10:00:00,22.0,78.0,,80.0,9.4,1015.0
2022-01-05 11:00:00,21.0,83.0,,40.0,5.4,1015.0
2022-01-05 12:00:00,19.0,88.0,,80.0,5.4,1015.0
2022-01-05 13:00:00,19.0,88.0,,55.0,3.6,1016.0
2022-01-05 14:00:00,20.0,88.0,,140.0,11.2,1016.0
2022-01-05 15:00:00,20.0,88.0,,150.0,11.2,1017.0
2022-01-05 16:00:00,19.0,94.0,,140.0,14.8,1017.0
2022-01-05 17:00:00,20.0,88.0,,140.0,13.0,1016.0
2022-01-05 18:00:00,20.0,88.0,,110.0,11.2,1016.0
2022-01-05 19:00:00,20.0,88.0,,120.0,13.0,1016.0
2022-01-05 20:00:00,19.0,94.0,,90.0,13.0,1015.0
2022-01-05 21:00:00,19.0,94.0,,80.0,11.2,1016.0
2022-01-05 22:00:00,19.0,94.0,,90.0,11.2,1016.0
2022-01-05 23:00:00,19.0,88.0,,70.0,9.4,1016.0
2022-01-06 00:00:00,19.0,94.0,,345.0,3.6,1017.0
2022-01-06 01:00:00,19.0,94.0,,70.0,9.4,1018.0
2022-01-06 02:00:00,20.0,88.0,,90.0,9.4,1019.0
2022-01-06 03:00:00,22.0,78.0,,120.0,13.0,1019.0
2022-01-06 04:00:00,22.0,78.0,,120.0,9.4,1019.0
2022-01-06 05:00:00,23.0,74.0,,140.0,9.4,1018.0
2022-01-06 06:00:00,25.0,65.0,,140.0,11.2,1016.0
2022-01-06 07:00:00,24.0,69.0,,150.0,11.2,1016.0
2022-01-06 08:00:00,25.0,65.0,,140.0,11.2,1015.0
2022-01-06 09:00:00,25.0,61.0,,140.0,14.8,1015.0
2022-01-06 10:00:00,24.0,65.0,,140.0,13.0,1016.0
2022-01-06 11:00:00,23.0,74.0,,130.0,17.0,1017.0
2022-01-06 12:00:00,22.0,78.0,,140.0,13.0,1017.0
2022-01-06 13:00:00,22.0,78.0,,140.0,14.8,1018.0
2022-01-06 14:00:00,21.0,83.0,,150.0,11.2,1019.0
2022-01-06 15:00:00,20.0,83.0,,130.0,11.2,1019.0
2022-01-06 16:00:00,20.0,88.0,,130.0,9.4,1019.0
2022-01-06 17:00:00,20.0,88.0,,150.0,5.4,1019.0
2022-01-06 18:00:00,20.0,88.0,,140.0,9.4,1019.0
2022-01-06 19:00:00,19.0,88.0,,72.0,3.6,1019.0
2022-01-06 20:00:00,19.0,94.0,,30.0,3.6,1018.0
2022-01-06 21:00:00,19.0,88.0,,100.0,7.6,1018.0
2022-01-06 22:00:00,19.0,88.0,,60.0,3.6,1019.0
2022-01-06 23:00:00,19.0,88.0,,80.0,9.4,1019.0
2022-01-07 00:00:00,19.0,88.0,,70.0,7.6,1020.0
2022-01-07 01:00:00,19.0,88.0,,60.0,7.6,1021.0
2022-01-07 02:00:00,21.0,78.0,,50.0,7.6,1021.0
2022-01-07 03:00:00,21.0,78.0,,90.0,9.4,1022.0
2022-01-07 04:00:00,22.0,73.0,,120.0,14.8,1021.0
2022-01-07 05:00:00,23.0,69.0,,130.0,11.2,1020.0
2022-01-07 06:00:00,23.0,69.0,,140.0,13.0,1019.0
2022-01-07 07:00:00,23.0,74.0,,160.0,9.4,1018.0
2022-01-07 08:00:00,24.0,61.0,,150.0,22.3,1017.0
2022-01-07 09:00:00,24.0,61.0,,140.0,20.5,1017.0
2022-01-07 10:00:00,23.0,65.0,,150.0,16.6,1017.0
2022-01-07 11:00:00,22.0,69.0,,140.0,14.8,1018.0
2022-01-07 12:00:00,22.0,69.0,,140.0,18.4,1018.0
2022-01-07 13:00:00,21.0,73.0,,130.0,20.5,1019.0
2022-01-07 14:00:00,21.0,73.0,,140.0,16.6,1019.0
2022-01-07 15:00:00,20.0,83.0,,140.0,14.8,1020.0
2022-01-07 16:00:00,20.0,83.0,,150.0,11.2,1019.0
2022-01-07 17:00:00,20.0,83.0,,140.0,7.6,1019.0
2022-01-07 18:00:00,20.0,83.0,,130.0,13.0,1019.0
2022-01-07 19:00:00,20.0,83.0,,110.0,16.6,1019.0
2022-01-07 20:00:00,19.0,83.0,,120.0,20.5,1018.0
2022-01-07 21:00:00,19.0,83.0,,110.0,20.5,1018.0
2022-01-07 22:00:00,19.0,83.0,,110.0,20.5,1018.0
2022-01-07 23:00:00,19.0,83.0,,100.0,20.5,1018.0
2022-01-08 00:00:00,19.0,83.0,,100.0,14.8,1019.0
2022-01-08 01:00:00,19.0,83.0,,100.0,13.0,1020.0
2022-01-08 02:00:00,20.0,78.0,,90.0,11.2,1020.0
2022-01-08 03:00:00,21.0,73.0,,100.0,13.0,1020.0
2022-01-08 04:00:00,21.0,73.0,,140.0,14.8,1020.0
2022-01-08 05:00:00,21.0,73.0,,140.0,11.2,1019.0
2022-01-08 06:00:00,22.0,69.0,,130.0,11.2,1017.0
2022-01-08 07:00:00,22.0,69.0,,140.0,13.0,1016.0
2022-01-08 08:00:00,22.0,73.0,,130.0,11.2,1015.0
2022-01-08 09:00:00,22.0,73.0,,130.0,13.0,1015.0
2022-01-08 10:00:00,20.0,83.0,,50.0,11.2,1015.0
2022-01-08 11:00:00,20.0,83.0,,40.0,9.4,1016.0
2022-01-08 12:00:00,20.0,83.0,,60.0,13.0,1016.0
2022-01-08 13:00:00,19.0,83.0,,50.0,13.0,1017.0
2022-01-08 14:00:00,18.0,83.0,,60.0,14.8,1018.0
2022-01-08 15:00:00,17.0,88.0,,60.0,18.4,1018.0
2022-01-08 16:00:00,16.0,94.0,,50.0,18.4,1018.0
2022-01-08 17:00:00,16.0,88.0,,40.0,16.6,1018.0
2022-01-08 18:00:00,16.0,88.0,,50.0,18.4,1018.0
2022-01-08 19:00:00,16.0,82.0,,40.0,16.6,1017.0
2022-01-08 20:00:00,16.0,82.0,,40.0,18.4,1017.0
2022-01-08 21:00:00,15.0,88.0,,50.0,20.5,1017.0
2022-01-08 22:00:00,14.0,94.0,,40.0,20.5,1017.0
2022-01-08 23:00:00,14.0,94.0,,50.0,14.8,1018.0
2022-01-09 00:00:00,14.0,94.0,,30.0,11.2,1019.0
2022-01-09 01:00:00,14.0,88.0,,30.0,16.6,1019.0
2022-01-09 02:00:00,14.0,88.0,,30.0,18.4,1020.0
2022-01-09 03:00:00,15.0,82.0,,30.0,14.8,1020.0
2022-01-09 04:00:00,15.0,82.0,,20.0,14.8,1020.0
2022-01-09 05:00:00,15.0,82.0,,30.0,11.2,1019.0
2022-01-09 06:00:00,15.0,82.0,,20.0,11.2,1018.0
2022-01-09 07:00:00,15.0,82.0,,30.0,11.2,1017.0
2022-01-09 08:00:00,15.0,82.0,,30.0,11.2,1016.0
2022-01-09 09:00:00,15.0,82.0,,40.0,11.2,1016.0
2022-01-09 10:00:00,15.0,82.0,,40.0,11.2,1016.0
2022-01-09 11:00:00,15.0,82.0,,30.0,5.4,1017.0
2022-01-09 12:00:00,15.0,82.0,,40.0,11.2,1017.0
2022-01-09 13:00:00,14.0,88.0,,40.0,9.4,1017.0
2022-01-09 14:00:00,14.0,88.0,,30.0,7.6,1018.0
2022-01-09 15:00:00,14.0,94.0,,50.0,9.4,1018.0
2022-01-09 16:00:00,14.0,88.0,,50.0,9.4,1017.0
2022-01-09 17:00:00,13.0,100.0,,40.0,5.4,1017.0
2022-01-09 18:00:00,13.0,100.0,,50.0,9.4,1016.0
2022-01-09 19:00:00,13.0,94.0,,50.0,7.6,1016.0
2022-01-09 20:00:00,13.0,94.0,,50.0,9.4,1015.0
2022-01-09 21:00:00,13.0,94.0,,60.0,7.6,1015.0
2022-01-09 22:00:00,13.0,94.0,,60.0,7.6,1015.0
2022-01-09 23:00:00,13.0,100.0,,40.0,5.4,1016.0
2022-01-10 00:00:00,13.0,100.0,,50.0,3.6,1017.0
2022-01-10 01:00:00,14.0,94.0,,60.0,5.4,1017.0
2022-01-10 02:00:00,14.0,94.0,,40.0,5.4,1018.0
2022-01-10 03:00:00,14.0,94.0,,50.0,9.4,1018.0
2022-01-10 04:00:00,15.0,88.0,,50.0,11.2,1018.0
2022-01-10 05:00:00,15.0,88.0,,40.0,9.4,1017.0
2022-01-10 06:00:00,15.0,94.0,,40.0,11.2,1016.0
2022-01-10 07:00:00,16.0,82.0,,30.0,11.2,1015.0
2022-01-10 08:00:00,16.0,88.0,,20.0,14.8,1015.0
2022-01-10 09:00:00,16.0,88.0,,40.0,13.0,1015.0
2022-01-10 10:00:00,15.0,94.0,,20.0,11.2,1016.0
2022-01-10 11:00:00,15.0,94.0,,20.0,11.2,1017.0
2022-01-10 12:00:00,15.0,94.0,,10.0,11.2,1018.0
2022-01-10 13:00:00,15.0,94.0,,20.0,11.2,1020.0
2022-01-10 14:00:00,15.0,94.0,,360.0,13.0,1020.0
2022-01-10 15:00:00,15.0,94.0,,10.0,13.0,1021.0
2022-01-10 16:00:00,16.0,82.0,,360.0,13.0,1021.0
2022-01-10 17:00:00,16.0,77.0,,10.0,13.0,1021.0
2022-01-10 18:00:00,16.0,77.0,,360.0,13.0,1021.0
2022-01-10 19:00:00,16.0,72.0,,10.0,13.0,1021.0
2022-01-10 20:00:00,17.0,68.0,,360.0,13.0,1020.0
2022-01-10 21:00:00,17.0,68.0,,360.0,14.8,1021.0
2022-01-10 22:00:00,17.0,63.0,,10.0,14.8,1021.0
2022-01-10 23:00:00,16.0,63.0,,10.0,18.4,1021.0
2022-01-11 00:00:00,16.0,63.0,,10.0,14.8,1022.0
2022-01-11 01:00:00,16.0,68.0,,70.0,7.6,1023.0
2022-01-11 02:00:00,17.0,63.0,,50.0,9.4,1024.0
2022-01-11 03:00:00,18.0,60.0,,50.0,13.0,1024.0
2022-01-11 04:00:00,18.0,56.0,,20.0,9.4,1024.0
2022-01-11 05:00:00,18.0,52.0,,30.0,14.8,1022.0
2022-01-11 06:00:00,19.0,49.0,,40.0,11.2,1021.0
2022-01-11 07:00:00,20.0,49.0,,20.0,7.6,1020.0
2022-01-11 08:00:00,20.0,49.0,,50.0,7.6,1019.0
2022-01-11 09:00:00,19.0,52.0,,10.0,5.4,1019.0
2022-01-11 10:00:00,19.0,52.0,,20.0,1.8,1019.0
2022-01-11 11:00:00,18.0,56.0,,90.0,9.4,1019.0
2022-01-11 12:00:00,18.0,56.0,,150.0,7.6,1019.0
2022-01-11 13:00:00,18.0,60.0,,41.0,3.6,1020.0
2022-01-11 14:00:00,17.0,72.0,,320.0,3.6,1020.0
2022-01-11 15:00:00,17.0,72.0,,0.0,0.0,1021.0
2022-01-11 16:00:00,17.0,72.0,,0.0,0.0,1020.0
2022-01-11 17:00:00,17.0,68.0,,100.0,9.4,1020.0
2022-01-11 18:00:00,17.0,68.0,,80.0,7.6,1019.0
2022-01-11 19:00:00,16.0,82.0,,100.0,11.2,1018.0
2022-01-11 20:00:00,16.0,82.0,,130.0,11.2,1018.0
2022-01-11 21:00:00,16.0,82.0,,140.0,13.0,1018.0
2022-01-11 22:00:00,16.0,82.0,,140.0,11.2,1019.0
2022-01-11 23:00:00,15.0,88.0,,100.0,9.4,1019.0
2022-01-12 00:00:00,15.0,88.0,,90.0,9.4,1019.0
2022-01-12 01:00:00,16.0,77.0,,80.0,9.4,1020.0
2022-01-12 02:00:00,17.0,72.0,,110.0,13.0,1021.0
2022-01-12 03:00:00,17.0,72.0,,100.0,11.2,1022.0
2022-01-12 04:00:00,17.0,72.0,,100.0,11.2,1021.0
2022-01-12 05:00:00,18.0,64.0,,80.0,7.6,1020.0
2022-01-12 06:00:00,18.0,64.0,,100.0,7.6,1019.0
2022-01-12 07:00:00,18.0,64.0,,70.0,7.6,1018.0
2022-01-12 08:00:00,18.0,68.0,,60.0,9.4,1018.0
2022-01-12 09:00:00,18.0,68.0,,60.0,9.4,1017.0
2022-01-12 10:00:00,18.0,68.0,,60.0,9.4,1017.0
2022-01-12 11:00:00,18.0,68.0,,10.0,7.6,1018.0
2022-01-12 12:00:00,17.0,77.0,,60.0,7.6,1019.0
2022-01-12 13:00:00,17.0,77.0,,70.0,3.6,1020.0
2022-01-12 14:00:00,17.0,77.0,,150.0,5.4,1021.0
2022-01-12 15:00:00,17.0,77.0,,39.0,1.8,1021.0
2022-01-12 16:00:00,17.0,82.0,,10.0,3.6,1021.0
2022-01-12 17:00:00,17.0,77.0,,10.0,9.4,1021.0
2022-01-12 18:00:00,17.0,77.0,,40.0,9.4,1021.0
2022-01-12 19:00:00,16.0,88.0,,30.0,13.0,1020.0
2022-01-12 20:00:00,16.0,88.0,,30.0,9.4,1020.0
2022-01-12 21:00:00,16.0,88.0,,20.0,11.2,1020.0
2022-01-12 22:00:00,15.0,94.0,,20.0,14.8,1020.0
2022-01-12 23:00:00,15.0,88.0,,30.0,9.4,1021.0
2022-01-13 00:00:00,15.0,88.0,,40.0,11.2,1021.0
2022-01-13 01:00:00,15.0,82.0,,30.0,9.4,1022.0
2022-01-13 02:00:00,16.0,77.0,,20.0,14.8,1024.0
2022-01-13 03:00:00,16.0,72.0,,40.0,13.0,1024.0
2022-01-13 04:00:00,17.0,72.0,,60.0,18.4,1023.0
2022-01-13 05:00:00,16.0,72.0,,40.0,14.8,1022.0
2022-01-13 06:00:00,16.0,72.0,,30.0,11.2,1021.0
2022-01-13 07:00:00,16.0,72.0,,20.0,14.8,1020.0
2022-01-13 08:00:00,17.0,68.0,,20.0,14.8,1020.0
2022-01-13 09:00:00,16.0,72.0,,30.0,9.4,1020.0
2022-01-13 10:00:00,16.0,72.0,,40.0,9.4,1020.0
2022-01-13 11:00:00,16.0,72.0,,30.0,5.4,1020.0
2022-01-13 12:00:00,16.0,77.0,,40.0,5.4,1020.0
2022-01-13 13:00:00,16.0,77.0,,55.0,3.6,1021.0
2022-01-13 14:00:00,16.0,77.0,,70.0,7.6,1021.0
2022-01-13 15:00:00,16.0,72.0,,30.0,5.4,1022.0
2022-01-13 16:00:00,16.0,72.0,,50.0,5.4,1021.0
2022-01-13 17:00:00,15.0,77.0,,50.0,5.4,1021.0
2022-01-13 18:00:00,15.0,77.0,,50.0,5.4,1020.0
2022-01-13 19:00:00,15.0,77.0,,20.0,3.6,1020.0
2022-01-13 20:00:00,15.0,77.0,,50.0,5.4,1020.0
2022-01-13 21:00:00,15.0,82.0,,90.0,7.6,1019.0
2022-01-13 22:00:00,15.0,82.0,,60.0,7.6,1019.0
2022-01-13 23:00:00,15.0,82.0,,90.0,9.4,1020.0
2022-01-14 00:00:00,15.0,82.0,,80.0,7.6,1020.0
2022-01-14 01:00:00,15.0,82.0,,50.0,7.6,1021.0
2022-01-14 02:00:00,16.0,77.0,,50.0,7.0,1022.0
2022-01-14 03:00:00,16.0,77.0,,40.0,7.6,1022.0
2022-01-14 04:00:00,17.0,77.0,,222.0,3.6,1021.0
2022-01-14 05:00:00,17.0,77.0,,90.0,5.4,1020.0
2022-01-14 06:00:00,17.0,77.0,,90.0,9.4,1018.0
2022-01-14 07:00:00,18.0,73.0,,40.0,7.6,1017.0
2022-01-14 08:00:00,18.0,73.0,,100.0,5.4,1016.0
2022-01-14 09:00:00,18.0,73.0,,70.0,5.4,1016.0
2022-01-14 10:00:00,18.0,78.0,,60.0,7.6,1016.0
2022-01-14 11:00:00,17.0,77.0,,60.0,7.6,1016.0
2022-01-14 12:00:00,17.0,82.0,,40.0,5.4,1017.0
2022-01-14 13:00:00,17.0,82.0,,87.0,3.6,1017.0
2022-01-14 14:00:00,17.0,82.0,,20.0,3.6,1017.0
2022-01-14 15:00:00,17.0,82.0,,0.0,0.0,1017.0
2022-01-14 16:00:00,17.0,82.0,,71.0,3.6,1017.0
2022-01-14 17:00:00,17.0,82.0,,300.0,1.8,1017.0
2022-01-14 18:00:00,17.0,82.0,,250.0,3.6,1017.0
2022-01-14 19:00:00,17.0,88.0,,45.0,3.6,1017.0
2022-01-14 20:00:00,17.0,88.0,,290.0,5.4,1016.0
2022-01-14 21:00:00,17.0,88.0,,290.0,3.6,1016.0
2022-01-14 22:00:00,16.0,94.0,,59.0,3.6,1016.0
2022-01-14 23:00:00,16.0,94.0,,270.0,3.6,1017.0
2022-01-15 00:00:00,16.0,100.0,,280.0,5.4,1018.0
2022-01-15 01:00:00,16.0,100.0,,320.0,5.4,1018.0
2022-01-15 02:00:00,16.0,100.0,,231.0,3.6,1019.0
2022-01-15 03:00:00,17.0,94.0,,330.0,3.6,1019.0
2022-01-15 04:00:00,17.0,94.0,,280.0,5.4,1019.0
2022-01-15 05:00:00,18.0,88.0,,310.0,7.6,1018.0
2022-01-15 06:00:00,19.0,83.0,,171.0,1.8,1017.0
2022-01-15 07:00:00,20.0,78.0,,180.0,1.8,1016.0
2022-01-15 08:00:00,21.0,73.0,,196.0,3.6,1015.0
2022-01-15 09:00:00,21.0,73.0,,226.0,3.6,1015.0
2022-01-15 10:00:00,20.0,78.0,,113.0,3.6,1016.0
2022-01-15 11:00:00,20.0,83.0,,80.0,5.4,1016.0
2022-01-15 12:00:00,20.0,83.0,,62.0,3.6,1017.0
2022-01-15 13:00:00,19.0,88.0,,53.0,5.4,1018.0
2022-01-15 14:00:00,19.0,88.0,,260.0,9.4,1017.0
2022-01-15 15:00:00,19.0,88.0,,310.0,7.6,1018.0
2022-01-15 16:00:00,19.0,88.0,,270.0,5.4,1019.0
2022-01-15 17:00:00,19.0,88.0,,0.0,0.0,1018.0
2022-01-15 18:00:00,19.0,88.0,,74.0,3.6,1018.0
2022-01-15 19:00:00,19.0,88.0,,220.0,5.4,1018.0
2022-01-15 20:00:00,18.0,94.0,,250.0,5.4,1017.0
2022-01-15 21:00:00,18.0,94.0,,250.0,5.4,1016.0
2022-01-15 22:00:00,18.0,94.0,,280.0,7.6,1016.0
2022-01-15 23:00:00,18.0,94.0,,270.0,3.6,1017.0
2022-01-16 00:00:00,18.0,94.0,,270.0,3.6,1018.0
2022-01-16 01:00:00,18.0,94.0,,0.0,0.0,1018.0
2022-01-16 02:00:00,19.0,94.0,,110.0,5.4,1019.0
2022-01-16 03:00:00,21.0,83.0,,130.0,11.2,1019.0
2022-01-16 04:00:00,22.0,83.0,,166.0,3.6,1019.0
2022-01-16 05:00:00,22.0,83.0,,152.0,3.6,1018.0
2022-01-16 06:00:00,24.0,74.0,,100.0,7.6,1017.0
2022-01-16 07:00:00,24.0,74.0,,190.0,7.6,1016.0
2022-01-16 08:00:00,23.0,78.0,,141.0,3.6,1016.0
2022-01-16 09:00:00,21.0,83.0,,280.0,22.3,1016.0
2022-01-16 10:00:00,20.0,88.0,,300.0,16.6,1017.0
2022-01-16 11:00:00,20.0,83.0,,300.0,11.2,1017.0
2022-01-16 12:00:00,20.0,88.0,,100.0,9.4,1017.0
2022-01-16 13:00:00,17.0,88.0,,50.0,24.1,1019.0
2022-01-16 14:00:00,16.0,88.0,,60.0,22.3,1019.0
2022-01-16 15:00:00,16.0,88.0,,70.0,20.5,1019.0
2022-01-16 16:00:00,16.0,82.0,,60.0,18.4,1019.0
2022-01-16 17:00:00,15.0,88.0,,30.0,7.6,1020.0
2022-01-16 18:00:00,14.0,94.0,,30.0,16.6,1020.0
2022-01-16 19:00:00,14.0,94.0,,30.0,14.8,1019.0
2022-01-16 20:00:00,14.0,94.0,,30.0,16.6,1020.0
2022-01-16 21:00:00,13.0,100.0,,50.0,25.9,1019.0
2022-01-16 22:00:00,13.0,94.0,,40.0,13.0,1020.0
2022-01-16 23:00:00,14.0,88.0,,20.0,20.5,1020.0
2022-01-17 00:00:00,14.0,88.0,,20.0,14.8,1021.0
2022-01-17 01:00:00,14.0,88.0,,30.0,14.8,1022.0
2022-01-17 02:00:00,14.0,88.0,,10.0,13.0,1023.0
2022-01-17 03:00:00,15.0,77.0,,10.0,16.6,1024.0
2022-01-17 04:00:00,15.0,77.0,,20.0,16.6,1024.0
2022-01-17 05:00:00,15.0,77.0,,20.0,16.6,1023.0
2022-01-17 06:00:00,15.0,82.0,,360.0,14.8,1022.0
2022-01-17 07:00:00,16.0,77.0,,40.0,13.0,1021.0
2022-01-17 08:00:00,15.0,82.0,,20.0,14.8,1020.0
2022-01-17 09:00:00,15.0,82.0,,20.0,13.0,1021.0
2022-01-17 10:00:00,15.0,82.0,,10.0,9.4,1021.0
2022-01-17 11:00:00,15.0,82.0,,360.0,5.4,1022.0
2022-01-17 12:00:00,15.0,82.0,,10.0,5.4,1022.0
2022-01-17 13:00:00,15.0,82.0,,10.0,5.4,1023.0
